dna_type,filepath,ftp_basename,length_of_seqs,num_of_seqs
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000015825.1_ASM1582v1_chromosome.fna,GCF_000015825.1_ASM1582v1,2478101,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000015825.1_ASM1582v1_plasmid.fna,GCF_000015825.1_ASM1582v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000015225.1_ASM1522v1_chromosome.fna,GCF_000015225.1_ASM1522v1,1781889,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000015225.1_ASM1522v1_plasmid.fna,GCF_000015225.1_ASM1522v1,31504,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000214725.1_ASM21472v1_chromosome.fna,GCF_000214725.1_ASM21472v1,2546541,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000214725.1_ASM21472v1_plasmid.fna,GCF_000214725.1_ASM21472v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000025325.1_ASM2532v1_chromosome.fna,GCF_000025325.1_ASM2532v1,3889038,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000025325.1_ASM2532v1_plasmid.fna,GCF_000025325.1_ASM2532v1,698495:413648:180781:171943:71062:15815,6
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000789255.1_ASM78925v1_chromosome.fna,GCF_000789255.1_ASM78925v1,1860815,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000789255.1_ASM78925v1_plasmid.fna,GCF_000789255.1_ASM78925v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000215995.1_ASM21599v1_chromosome.fna,GCF_000215995.1_ASM21599v1,1716818,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000215995.1_ASM21599v1_plasmid.fna,GCF_000215995.1_ASM21599v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000021965.1_ASM2196v1_chromosome.fna,GCF_000021965.1_ASM2196v1,2922917,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000021965.1_ASM2196v1_plasmid.fna,GCF_000021965.1_ASM2196v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017165.1_ASM1716v1_chromosome.fna,GCF_000017165.1_ASM1716v1,1720048,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017165.1_ASM1716v1_plasmid.fna,GCF_000017165.1_ASM1716v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000069025.1_ASM6902v1_chromosome.fna,GCF_000069025.1_ASM6902v1,2000962,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000069025.1_ASM6902v1_plasmid.fna,GCF_000069025.1_ASM6902v1,147625:194963:284332:40894,4
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000092185.1_ASM9218v1_chromosome.fna,GCF_000092185.1_ASM9218v1,1316595,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000092185.1_ASM9218v1_plasmid.fna,GCF_000092185.1_ASM9218v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000800805.1_ASM80080v1_chromosome.fna,GCF_000800805.1_ASM80080v1,1488669,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000800805.1_ASM80080v1_plasmid.fna,GCF_000800805.1_ASM80080v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000306725.1_ASM30672v1_chromosome.fna,GCF_000306725.1_ASM30672v1,3072769,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000306725.1_ASM30672v1_plasmid.fna,GCF_000306725.1_ASM30672v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000230955.2_ASM23095v3_chromosome.fna,GCF_000230955.2_ASM23095v3,2846968,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000230955.2_ASM23095v3_plasmid.fna,GCF_000230955.2_ASM23095v3,315592,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017185.1_ASM1718v1_chromosome.fna,GCF_000017185.1_ASM1718v1,1569500,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017185.1_ASM1718v1_plasmid.fna,GCF_000017185.1_ASM1718v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000327485.1_ASM32748v1_chromosome.fna,GCF_000327485.1_ASM32748v1,2820858,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000327485.1_ASM32748v1_plasmid.fna,GCF_000327485.1_ASM32748v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000152265.2_ASM15226v2_chromosome.fna,GCF_000152265.2_ASM15226v2,1935211,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000152265.2_ASM15226v2_plasmid.fna,GCF_000152265.2_ASM15226v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000698785.1_ASM69878v1_chromosome.fna,GCF_000698785.1_ASM69878v1,2527938,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000698785.1_ASM69878v1_plasmid.fna,GCF_000698785.1_ASM69878v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000499765.1_Methanobacterium_chromosome.fna,GCF_000499765.1_Methanobacterium,2029766,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000499765.1_Methanobacterium_plasmid.fna,GCF_000499765.1_Methanobacterium,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017225.1_ASM1722v1_chromosome.fna,GCF_000017225.1_ASM1722v1,1772694,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017225.1_ASM1722v1_plasmid.fna,GCF_000017225.1_ASM1722v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000172995.2_ASM17299v2_chromosome.fna,GCF_000172995.2_ASM17299v2,2820544,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000172995.2_ASM17299v2_plasmid.fna,GCF_000172995.2_ASM17299v2,362194:339010:210350:194834:17535,5
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000144915.1_ASM14491v1_chromosome.fna,GCF_000144915.1_ASM14491v1,1496453,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000144915.1_ASM14491v1_plasmid.fna,GCF_000144915.1_ASM14491v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000191585.1_ASM19158v1_chromosome.fna,GCF_000191585.1_ASM19158v1,2583753,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000191585.1_ASM19158v1_plasmid.fna,GCF_000191585.1_ASM19158v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000020905.1_ASM2090v1_chromosome.fna,GCF_000020905.1_ASM2090v1,1365223,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000020905.1_ASM2090v1_plasmid.fna,GCF_000020905.1_ASM2090v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000012545.1_ASM1254v1_chromosome.fna,GCF_000012545.1_ASM1254v1,1767403,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000012545.1_ASM1254v1_plasmid.fna,GCF_000012545.1_ASM1254v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000009965.1_ASM996v1_chromosome.fna,GCF_000009965.1_ASM996v1,2088737,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000009965.1_ASM996v1_plasmid.fna,GCF_000009965.1_ASM996v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000016525.1_ASM1652v1_chromosome.fna,GCF_000016525.1_ASM1652v1,1853160,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000016525.1_ASM1652v1_plasmid.fna,GCF_000016525.1_ASM1652v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000739065.1_ASM73906v1_chromosome.fna,GCF_000739065.1_ASM73906v1,1607556,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000739065.1_ASM73906v1_plasmid.fna,GCF_000739065.1_ASM73906v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000194625.1_ASM19462v1_chromosome.fna,GCF_000194625.1_ASM19462v1,1901943,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000194625.1_ASM19462v1_plasmid.fna,GCF_000194625.1_ASM19462v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000993805.1_ASM99380v1_chromosome.fna,GCF_000993805.1_ASM99380v1,1611988,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000993805.1_ASM99380v1_plasmid.fna,GCF_000993805.1_ASM99380v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001305655.1_ASM130565v1_chromosome.fna,GCF_001305655.1_ASM130565v1,2129244,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001305655.1_ASM130565v1_plasmid.fna,GCF_001305655.1_ASM130565v1,124256,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000213215.1_ASM21321v1_chromosome.fna,GCF_000213215.1_ASM21321v1,2137654,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000213215.1_ASM21321v1_plasmid.fna,GCF_000213215.1_ASM21321v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000204925.1_ASM20492v1_chromosome.fna,GCF_000204925.1_ASM20492v1,1840348,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000204925.1_ASM20492v1_plasmid.fna,GCF_000204925.1_ASM20492v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000063445.1_ASM6344v1_chromosome.fna,GCF_000063445.1_ASM6344v1,3179916,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000063445.1_ASM6344v1_plasmid.fna,GCF_000063445.1_ASM6344v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000585495.1_ASM58549v1_chromosome.fna,GCF_000585495.1_ASM58549v1,1976356,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000585495.1_ASM58549v1_plasmid.fna,GCF_000585495.1_ASM58549v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000591055.1_ASM59105v1_chromosome.fna,GCF_000591055.1_ASM59105v1,2912573,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000591055.1_ASM59105v1_plasmid.fna,GCF_000591055.1_ASM59105v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000151105.2_ASM15110v2_chromosome.fna,GCF_000151105.2_ASM15110v2,2010078,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000151105.2_ASM15110v2_plasmid.fna,GCF_000151105.2_ASM15110v2,54159,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000011105.1_ASM1110v1_chromosome.fna,GCF_000011105.1_ASM1110v1,1738505,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000011105.1_ASM1110v1_plasmid.fna,GCF_000011105.1_ASM1110v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000179575.2_ASM17957v2_chromosome.fna,GCF_000179575.2_ASM17957v2,1662525,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000179575.2_ASM17957v2_plasmid.fna,GCF_000179575.2_ASM17957v2,14930,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000195935.2_ASM19593v1_chromosome.fna,GCF_000195935.2_ASM19593v1,1765118,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000195935.2_ASM19593v1_plasmid.fna,GCF_000195935.2_ASM19593v1,3444,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000404165.1_ASM40416v1_chromosome.fna,GCF_000404165.1_ASM40416v1,1998189,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000404165.1_ASM40416v1_plasmid.fna,GCF_000404165.1_ASM40416v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000017945.1_ASM1794v1_chromosome.fna,GCF_000017945.1_ASM1794v1,1297538,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000017945.1_ASM1794v1_plasmid.fna,GCF_000017945.1_ASM1794v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001477655.1_ASM147765v1_chromosome.fna,GCF_001477655.1_ASM147765v1,2543538,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001477655.1_ASM147765v1_plasmid.fna,GCF_001477655.1_ASM147765v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000217995.1_ASM21799v1_chromosome.fna,GCF_000217995.1_ASM21799v1,2138444,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000217995.1_ASM21799v1_plasmid.fna,GCF_000217995.1_ASM21799v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000190315.1_ASM19031v1_chromosome.fna,GCF_000190315.1_ASM19031v1,2298983,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000190315.1_ASM19031v1_plasmid.fna,GCF_000190315.1_ASM19031v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000955905.1_ASM95590v3_chromosome.fna,GCF_000955905.1_ASM95590v3,1620156,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000955905.1_ASM95590v3_plasmid.fna,GCF_000955905.1_ASM95590v3,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000013725.1_ASM1372v1_chromosome.fna,GCF_000013725.1_ASM1372v1,2575032,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000013725.1_ASM1372v1_plasmid.fna,GCF_000013725.1_ASM1372v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000235565.1_ASM23556v1_chromosome.fna,GCF_000235565.1_ASM23556v1,2559043,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000235565.1_ASM23556v1_plasmid.fna,GCF_000235565.1_ASM23556v1,11991,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000970045.1_ASM97004v1_chromosome.fna,GCF_000970045.1_ASM97004v1,4211468,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000970045.1_ASM97004v1_plasmid.fna,GCF_000970045.1_ASM97004v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001006045.1_ASM100604v1_chromosome.fna,GCF_001006045.1_ASM100604v1,1770093,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001006045.1_ASM100604v1_plasmid.fna,GCF_001006045.1_ASM100604v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000147875.1_ASM14787v1_chromosome.fna,GCF_000147875.1_ASM14787v1,2843290,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000147875.1_ASM14787v1_plasmid.fna,GCF_000147875.1_ASM14787v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000969965.1_ASM96996v1_chromosome.fna,GCF_000969965.1_ASM96996v1,4137337,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000969965.1_ASM96996v1_plasmid.fna,GCF_000969965.1_ASM96996v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000970325.1_ASM97032v1_chromosome.fna,GCF_000970325.1_ASM97032v1,2394636,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000970325.1_ASM97032v1_plasmid.fna,GCF_000970325.1_ASM97032v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000970305.1_ASM97030v1_chromosome.fna,GCF_000970305.1_ASM97030v1,4560446,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000970305.1_ASM97030v1_plasmid.fna,GCF_000970305.1_ASM97030v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000220645.1_ASM22064v1_chromosome.fna,GCF_000220645.1_ASM22064v1,1746697,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000220645.1_ASM22064v1_plasmid.fna,GCF_000220645.1_ASM22064v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000970285.1_ASM97028v1_chromosome.fna,GCF_000970285.1_ASM97028v1,5018607,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000970285.1_ASM97028v1_plasmid.fna,GCF_000970285.1_ASM97028v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000970265.1_ASM97026v1_chromosome.fna,GCF_000970265.1_ASM97026v1,4139808,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000970265.1_ASM97026v1_plasmid.fna,GCF_000970265.1_ASM97026v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000284015.1_ASM28401v1_chromosome.fna,GCF_000284015.1_ASM28401v1,4875340,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000284015.1_ASM28401v1_plasmid.fna,GCF_000284015.1_ASM28401v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001483965.1_ASM148396v1_chromosome.fna,GCF_001483965.1_ASM148396v1,2605518,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001483965.1_ASM148396v1_plasmid.fna,GCF_001483965.1_ASM148396v1,8883,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000828475.1_ASM82847v1_chromosome.fna,GCF_000828475.1_ASM82847v1,3424964,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000828475.1_ASM82847v1_plasmid.fna,GCF_000828475.1_ASM82847v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001548015.1_ASM154801v1_chromosome.fna,GCF_001548015.1_ASM154801v1,5348274,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001548015.1_ASM154801v1_plasmid.fna,GCF_001548015.1_ASM154801v1,1571989:462889:85702:50170:38936,5
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000305935.1_ASM30593v1_chromosome.fna,GCF_000305935.1_ASM30593v1,2939057,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000305935.1_ASM30593v1_plasmid.fna,GCF_000305935.1_ASM30593v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000597865.1_ASM59786v1_chromosome.fna,GCF_000597865.1_ASM59786v1,2246262,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000597865.1_ASM59786v1_plasmid.fna,GCF_000597865.1_ASM59786v1,808774,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000478885.1_ASM47888v1_chromosome.fna,GCF_000478885.1_ASM47888v1,2862526,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000478885.1_ASM47888v1_plasmid.fna,GCF_000478885.1_ASM47888v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000746525.1_ASM74652v1_chromosome.fna,GCF_000746525.1_ASM74652v1,5764622,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000746525.1_ASM74652v1_plasmid.fna,GCF_000746525.1_ASM74652v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000092205.1_ASM9220v1_chromosome.fna,GCF_000092205.1_ASM9220v1,3097763,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000092205.1_ASM9220v1_plasmid.fna,GCF_000092205.1_ASM9220v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001027285.1_ASM102728v1_chromosome.fna,GCF_001027285.1_ASM102728v1,12489432,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001027285.1_ASM102728v1_plasmid.fna,GCF_001027285.1_ASM102728v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000730385.1_ASM73038v1_chromosome.fna,GCF_000730385.1_ASM73038v1,4308833,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000730385.1_ASM73038v1_plasmid.fna,GCF_000730385.1_ASM73038v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001189295.1_ASM118929v1_chromosome.fna,GCF_001189295.1_ASM118929v1,11388132,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001189295.1_ASM118929v1_plasmid.fna,GCF_001189295.1_ASM118929v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001050475.1_ASM105047v1_chromosome.fna,GCF_001050475.1_ASM105047v1,2590556,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001050475.1_ASM105047v1_plasmid.fna,GCF_001050475.1_ASM105047v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000600005.1_ASM60000v1_chromosome.fna,GCF_000600005.1_ASM60000v1,2527978,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000600005.1_ASM60000v1_plasmid.fna,GCF_000600005.1_ASM60000v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000599985.1_ASM59998v1_chromosome.fna,GCF_000599985.1_ASM59998v1,3139412,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000599985.1_ASM59998v1_plasmid.fna,GCF_000599985.1_ASM59998v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000747315.1_ASM74731v1_chromosome.fna,GCF_000747315.1_ASM74731v1,2279990,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000747315.1_ASM74731v1_plasmid.fna,GCF_000747315.1_ASM74731v1,48288,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000220625.1_ASM22062v1_chromosome.fna,GCF_000220625.1_ASM22062v1,2571406,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000220625.1_ASM22062v1_plasmid.fna,GCF_000220625.1_ASM22062v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000953135.1_LFA_chromosome.fna,GCF_000953135.1_LFA,4181563,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000953135.1_LFA_plasmid.fna,GCF_000953135.1_LFA,238761:14566,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001302585.1_ASM130258v1_chromosome.fna,GCF_001302585.1_ASM130258v1,11759770,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001302585.1_ASM130258v1_plasmid.fna,GCF_001302585.1_ASM130258v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000803645.1_ASM80364v1_chromosome.fna,GCF_000803645.1_ASM80364v1,4993584,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000803645.1_ASM80364v1_plasmid.fna,GCF_000803645.1_ASM80364v1,208588,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000697965.2_ASM69796v2_chromosome.fna,GCF_000697965.2_ASM69796v2,4071185,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000697965.2_ASM69796v2_plasmid.fna,GCF_000697965.2_ASM69796v2,1736943:1459374,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000016285.1_ASM1628v1_chromosome.fna,GCF_000016285.1_ASM1628v1,3726375:1283187,2
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000016285.1_ASM1628v1_plasmid.fna,GCF_000016285.1_ASM1628v1,78730:130435:211620:631775:258824,5
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000012345.1_ASM1234v1_chromosome.fna,GCF_000012345.1_ASM1234v1,1308759,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000012345.1_ASM1234v1_plasmid.fna,GCF_000012345.1_ASM1234v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000331735.1_ASM33173v1_chromosome.fna,GCF_000331735.1_ASM33173v1,10350586,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000331735.1_ASM33173v1_plasmid.fna,GCF_000331735.1_ASM33173v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000328705.1_ASM32870v1_chromosome.fna,GCF_000328705.1_ASM32870v1,9360653,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000328705.1_ASM32870v1_plasmid.fna,GCF_000328705.1_ASM32870v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000511355.1_ASM51135v1_chromosome.fna,GCF_000511355.1_ASM51135v1,4144900,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000511355.1_ASM51135v1_plasmid.fna,GCF_000511355.1_ASM51135v1,220701:285395,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000219045.1_ASM21904v1_chromosome.fna,GCF_000219045.1_ASM21904v1,2035931,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000219045.1_ASM21904v1_plasmid.fna,GCF_000219045.1_ASM21904v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001187845.1_ASM118784v1_chromosome.fna,GCF_001187845.1_ASM118784v1,3233068,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001187845.1_ASM118784v1_plasmid.fna,GCF_001187845.1_ASM118784v1,31560,1
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000019365.1_ASM1936v1_chromosome.fna,GCF_000019365.1_ASM1936v1,7659055,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000019365.1_ASM1936v1_plasmid.fna,GCF_000019365.1_ASM1936v1,57951:20019,2
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000785105.2_ASM78510v2_chromosome.fna,GCF_000785105.2_ASM78510v2,2095860,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000785105.2_ASM78510v2_plasmid.fna,GCF_000785105.2_ASM78510v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001020955.1_ASM102095v1_chromosome.fna,GCF_001020955.1_ASM102095v1,2969361,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001020955.1_ASM102095v1_plasmid.fna,GCF_001020955.1_ASM102095v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000520015.2_ASM52001v2_chromosome.fna,GCF_000520015.2_ASM52001v2,5488183,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000520015.2_ASM52001v2_plasmid.fna,GCF_000520015.2_ASM52001v2,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000217815.1_ASM21781v1_chromosome.fna,GCF_000217815.1_ASM21781v1,2039943,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000217815.1_ASM21781v1_plasmid.fna,GCF_000217815.1_ASM21781v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_000186265.1_ASM18626v1_chromosome.fna,GCF_000186265.1_ASM18626v1,4888353,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_000186265.1_ASM18626v1_plasmid.fna,GCF_000186265.1_ASM18626v1,,0
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001908775.1_ASM190877v1_chromosome.fna,GCF_001908775.1_ASM190877v1,5313102,1
plasmid,/home/mitsuki/out/altorf/genome/fasta/GCF_001908775.1_ASM190877v1_plasmid.fna,GCF_001908775.1_ASM190877v1,203385:61840:47122,3
chromosome,/home/mitsuki/out/altorf/genome/fasta/GCF_001713415.1_ASM171341v1_chromosome.fna,GCF_001713415.1_ASM171341v1,3232017,1
